-1168	-790	3981	-300	-461	192
-1992	-452	3782	-89	29	708
-1718	-615	4141	113	957	833
-1634	-752	4396	246	904	-107
-1394	-899	4551	319	199	-1087
-1311	-753	4777	422	-246	-1690
-947	-483	4586	589	-333	-1884
-677	60	4051	736	-116	-1930
-806	802	3534	947	444	-1645
-948	1216	3350	1078	960	-1106
-948	946	3346	980	1124	-745
-901	300	3333	671	1062	-869
-888	-328	3388	317	922	-1288
-854	-523	3371	136	822	-1711
-811	-712	3526	136	945	-2064
-1165	-783	3644	142	913	-2481
-1254	-492	3236	117	747	-2704
-1126	-267	2755	221	761	-2661
-1135	-390	2159	476	922	-2861
-1123	-245	1637	693	1346	-3217
-903	194	1595	851	1591	-3480
-787	902	1834	665	1584	-3790
-1304	1118	2217	316	1698	-3002
-1814	252	2667	88	1728	-2278
-1238	17	3223	-29	1569	-2397
-184	-156	4645	129	1165	-2243
-49	-485	5939	157	162	-1885
-79	-769	5824	136	-526	-1742
-282	-371	5292	114	-532	-2097
-274	359	4697	-72	-504	-2485
-375	778	4362	-48	-24	-2088
-878	462	4551	118	455	-1207
-1118	-569	4958	315	319	-664
-1131	-1078	5016	511	-379	-629
-1278	-1094	4327	627	-1182	-1094
-867	-228	3144	632	-1369	-1744
-1127	-181	1842	527	-303	-1734
-1434	-439	1613	647	1676	-1773
-1249	-337	1791	748	3281	-1946
-631	-517	2722	1371	4546	-2234
-1284	-661	4550	465	3596	-2703
-2473	107	4846	-417	1226	-3204
-1822	658	2979	-545	-45	-2801
-1037	594	1545	-808	745	-2224
-763	256	1279	-900	1905	-1862
-1052	140	1653	-1042	2441	-2127
-1524	-169	1655	-1222	2526	-2600
-2016	-163	1306	-1394	2811	-2905
-3004	-941	1208	-1424	3069	-2862
-5866	-1826	1297	-2090	2956	-3219
-7485	-2169	613	-3527	4746	-3008
-5649	-1204	2123	-2865	11882	-1318
-6641	-3891	10262	-1990	12442	-442
-4338	-3984	10753	-3274	6212	-2310
-1013	-1370	5892	-3867	3121	-3771
174	248	2922	-3477	3393	-3787
224	307	1662	-3015	5052	-3529
782	363	713	-4040	5809	-2778
1156	-536	775	-6159	4226	-1003
160	-1822	1069	-5020	4414	32
-3059	-2032	1895	-2287	2420	15
-5370	-2416	2024	-597	-3130	-630
-5111	-1780	856	-1438	-4323	-310
-6219	-2878	942	-60	-4188	2975
-5403	-1721	267	664	-8075	6002
-3385	-1572	-6140	-1580	-8734	6274
-12038	-28517	-15414	-16524	7282	-6438
1805	-2323	-3152	-6320	9812	-1918
-3927	-1189	-1831	1739	8257	-2840
-6354	-3913	-236	7018	13539	-6261
-5840	-5008	711	3519	16979	-9908
-160	-4169	-867	-122	17925	-9179
